strata,iteration,field,type,id,2022-01-01 13:00:00
0,26,p_mw,bus,bus6,24.44748054944091
0,26,p_mw,bus,bus7,-28.983473985490036
0,26,p_mw,bus,bus8,0.0
0,26,p_mw,bus,bus9,11.7774126810192
0,26,q_mvar,bus,bus1,-7.939687054213669
0,26,q_mvar,bus,bus10,0.0
0,26,q_mvar,bus,bus11,2.2508468013532994
0,26,q_mvar,bus,bus12,0.0
0,26,q_mvar,bus,bus13,0.0
0,26,q_mvar,bus,bus14,-1.0000000000000005e-16
0,26,q_mvar,bus,bus15,0.0
0,26,q_mvar,bus,bus16,2.0105030923042246
0,26,q_mvar,bus,bus17,-1.0000000000000005e-16
0,26,q_mvar,bus,bus18,3.039224687694512
0,26,q_mvar,bus,bus2,-1e-16
0,26,q_mvar,bus,bus3,-6.499497788689261
0,26,q_mvar,bus,bus4,-2.560610200954974
0,26,q_mvar,bus,bus5,0.0
0,26,q_mvar,bus,bus6,-1e-16
0,26,q_mvar,bus,bus7,0.7897781152726182
0,26,q_mvar,bus,bus8,0.0
0,26,q_mvar,bus,bus9,-1.0000000000000005e-16
0,26,va_degree,bus,bus1,0.0
0,26,va_degree,bus,bus10,-5.703698008947615
0,26,va_degree,bus,bus11,-4.76764265834804
0,26,va_degree,bus,bus12,-5.523477958174518
0,26,va_degree,bus,bus13,-5.321747914189074
0,26,va_degree,bus,bus14,-5.8831539707081015
0,26,va_degree,bus,bus15,-4.516864469987087
0,26,va_degree,bus,bus16,-3.090328294165796
0,26,va_degree,bus,bus17,-5.123509876692922
0,26,va_degree,bus,bus18,-3.7199328964175398
0,26,va_degree,bus,bus2,-3.48964116926969
0,26,va_degree,bus,bus3,-6.783088360346884
0,26,va_degree,bus,bus4,-5.336129473314448
0,26,va_degree,bus,bus5,-5.251117765156761
0,26,va_degree,bus,bus6,-6.267293632420181
0,26,va_degree,bus,bus7,-4.118418457442545
0,26,va_degree,bus,bus8,-4.193770880022965
0,26,va_degree,bus,bus9,-4.714024365922932
0,26,vm_pu,bus,bus1,1.0
0,26,vm_pu,bus,bus10,0.9932225907350055
0,26,vm_pu,bus,bus11,0.9989218577059227
0,26,vm_pu,bus,bus12,0.9963373216002246
0,26,vm_pu,bus,bus13,0.9988319571799
0,26,vm_pu,bus,bus14,0.9945992396138198
0,26,vm_pu,bus,bus15,1.0047767329947
0,26,vm_pu,bus,bus16,1.0146150752353302
0,26,vm_pu,bus,bus17,1.0001895425807361
0,26,vm_pu,bus,bus18,1.0052521994747183
0,26,vm_pu,bus,bus2,0.9986639168308842
0,26,vm_pu,bus,bus3,0.9840172537715309
0,26,vm_pu,bus,bus4,0.997913906526219
0,26,vm_pu,bus,bus5,0.9978036867543075
0,26,vm_pu,bus,bus6,0.9895746393692189
0,26,vm_pu,bus,bus7,1.0057084633692734
0,26,vm_pu,bus,bus8,1.0038752524375756
0,26,vm_pu,bus,bus9,0.9998699337295724
0,26,p_mw,ext_grid,eg,253.52944527907735
0,26,q_mvar,ext_grid,eg,7.939687054213669
0,26,in_service,gen,g0,1.0
0,26,in_service,gen,g1,1.0
0,26,in_service,gen,g11,1.0
0,26,in_service,gen,g16,1.0
0,26,in_service,gen,g18,1.0
0,26,in_service,gen,g7,1.0
0,26,max_p_mw,gen,g0,100.0
0,26,max_p_mw,gen,g1,100.0
0,26,max_p_mw,gen,g11,100.0
0,26,max_p_mw,gen,g16,100.0
0,26,max_p_mw,gen,g18,100.0
0,26,max_p_mw,gen,g7,100.0
0,26,max_q_mvar,gen,g0,
0,26,max_q_mvar,gen,g1,
0,26,max_q_mvar,gen,g11,
0,26,max_q_mvar,gen,g16,
0,26,max_q_mvar,gen,g18,
0,26,max_q_mvar,gen,g7,
0,26,p_mw,gen,g0,80.49122798041567
0,26,p_mw,gen,g1,62.662002512197645
0,26,p_mw,gen,g11,50.8078131397705
0,26,p_mw,gen,g16,27.52767887185465
0,26,p_mw,gen,g18,9.453378254170556
0,26,p_mw,gen,g7,28.983473985490008
0,26,q_mvar,gen,g0,6.499497788689261
0,26,q_mvar,gen,g1,2.560610200954973
0,26,q_mvar,gen,g11,-2.2508468013533
0,26,q_mvar,gen,g16,-2.0105030923042246
0,26,q_mvar,gen,g18,-3.0392246876945124
0,26,q_mvar,gen,g7,-0.7897781152726175
0,26,i_ka,line,line1,0.23584436588316715
0,26,i_ka,line,line10,0.12381077253620897
0,26,i_ka,line,line11,0.10081368905084191
0,26,i_ka,line,line12,0.026016148578219954
0,26,i_ka,line,line13,0.02459759934570454
0,26,i_ka,line,line14,0.05854852173394022
0,26,i_ka,line,line15,0.08238263135527173
0,26,i_ka,line,line16,0.14278216749593783
0,26,i_ka,line,line17,0.06007773559517398
0,26,i_ka,line,line2,0.16044117358804655
0,26,i_ka,line,line4,0.011129418533214792
0,26,i_ka,line,line5,0.12968655708830243
0,26,i_ka,line,line6,0.1389740203635782
0,26,i_ka,line,line7,0.015405581587189684
0,26,i_ka,line,line8,0.06193068130036099
0,26,i_ka,line,line9,0.051846237573607505
0,26,in_service,line,line1,1.0
0,26,in_service,line,line10,1.0
0,26,in_service,line,line11,1.0
0,26,in_service,line,line12,1.0
0,26,in_service,line,line13,1.0
0,26,in_service,line,line14,1.0
0,26,in_service,line,line15,1.0
0,26,in_service,line,line16,1.0
0,26,in_service,line,line17,1.0
0,26,in_service,line,line2,1.0
0,26,in_service,line,line4,1.0
0,26,in_service,line,line5,1.0
0,26,in_service,line,line6,1.0
0,26,in_service,line,line7,1.0
0,26,in_service,line,line8,1.0
0,26,in_service,line,line9,1.0
0,26,loading_percent,line,line1,50.17965231556748
0,26,loading_percent,line,line10,26.34271756089553
0,26,loading_percent,line,line11,21.449721074647215
0,26,loading_percent,line,line12,5.535350761323395
0,26,loading_percent,line,line13,5.233531775681817
0,26,loading_percent,line,line14,12.457132283817069
0,26,loading_percent,line,line15,17.52821943729186
0,26,loading_percent,line,line16,30.379184573603794
0,26,loading_percent,line,line17,12.782496935143401
0,26,loading_percent,line,line2,34.13641991235033
0,26,loading_percent,line,line4,2.367961390045701
0,26,loading_percent,line,line5,27.592884486872858
0,26,loading_percent,line,line6,29.568940502888978
0,26,loading_percent,line,line7,3.2777833164233368
0,26,loading_percent,line,line8,13.176740702204468
0,26,loading_percent,line,line9,11.031114377363298
0,26,pl_mw,line,line1,1.1281327616011225
0,26,pl_mw,line,line10,0.20954813846370612
0,26,pl_mw,line,line11,0.1413321671196215
0,26,pl_mw,line,line12,0.009077632117679535
0,26,pl_mw,line,line13,0.008470507833167495
0,26,pl_mw,line,line14,0.05069221698935422
0,26,pl_mw,line,line15,0.10242052464674956
0,26,pl_mw,line,line16,0.3137568477981958
0,26,pl_mw,line,line17,0.05650074790040627
0,26,pl_mw,line,line2,0.37394626266601705
0,26,pl_mw,line,line4,0.001226799228811526
0,26,pl_mw,line,line5,0.20553780556868873
0,26,pl_mw,line,line6,0.24128579085350665
0,26,pl_mw,line,line7,0.002648565172620465
0,26,pl_mw,line,line8,0.05010137024535588
0,26,pl_mw,line,line9,0.0351791342290273
0,26,ql_mvar,line,line1,1.2400537733851884
0,26,ql_mvar,line,line10,-0.3211157789151695
0,26,ql_mvar,line,line11,-0.4933348781802622
0,26,ql_mvar,line,line12,-0.7872412681642569
0,26,ql_mvar,line,line13,-0.8096279222688183
0,26,ql_mvar,line,line14,-0.7354795549921473
0,26,ql_mvar,line,line15,-0.6514774280402374
0,26,ql_mvar,line,line16,-0.23553512222244688
0,26,ql_mvar,line,line17,-0.783125025571278
0,26,ql_mvar,line,line2,-0.026324551539883778
0,26,ql_mvar,line,line4,-0.6763534438224795
0,26,ql_mvar,line,line5,-0.25533331657155456
0,26,ql_mvar,line,line6,-0.20771577654443707
0,26,ql_mvar,line,line7,-0.7331883394874196
0,26,ql_mvar,line,line8,-0.6453104074997769
0,26,ql_mvar,line,line9,-0.6976683789429203
0,26,energy_not_served_mwh,load,load1,0.0
0,26,energy_not_served_mwh,load,load11,0.0
0,26,energy_not_served_mwh,load,load14,0.0
0,26,energy_not_served_mwh,load,load17,0.0
0,26,energy_not_served_mwh,load,load2,0.0
0,26,energy_not_served_mwh,load,load3,0.0
0,26,energy_not_served_mwh,load,load6,0.0
0,26,energy_not_served_mwh,load,load9,0.0
0,26,in_service,load,load1,1.0
0,26,in_service,load,load11,1.0
0,26,in_service,load,load14,1.0
0,26,in_service,load,load17,1.0
0,26,in_service,load,load2,1.0
0,26,in_service,load,load3,1.0
0,26,in_service,load,load6,1.0
0,26,in_service,load,load9,1.0
0,26,loss_of_load_p_duration_h,load,load1,0.0
0,26,loss_of_load_p_duration_h,load,load11,0.0
0,26,loss_of_load_p_duration_h,load,load14,0.0
0,26,loss_of_load_p_duration_h,load,load17,0.0
0,26,loss_of_load_p_duration_h,load,load2,0.0
0,26,loss_of_load_p_duration_h,load,load3,0.0
0,26,loss_of_load_p_duration_h,load,load6,0.0
0,26,loss_of_load_p_duration_h,load,load9,0.0
0,26,loss_of_load_p_mw,load,load1,0.00010675672791649049
0,26,loss_of_load_p_mw,load,load11,0.00010677262302394297
0,26,loss_of_load_p_mw,load,load14,0.00010680979155353043
0,26,loss_of_load_p_mw,load,load17,0.00010681424436853604
0,26,loss_of_load_p_mw,load,load2,0.00010672595504956917
0,26,loss_of_load_p_mw,load,load3,0.00010676462948566723
0,26,loss_of_load_p_mw,load,load6,0.00010676214634486314
0,26,loss_of_load_p_mw,load,load9,0.0001068234052432615
0,26,loss_of_load_p_percentage,load,load1,5.109271009882049e-05
0,26,loss_of_load_p_percentage,load,load11,0.00033625130142438364
0,26,loss_of_load_p_percentage,load,load14,0.0009651130262843152
0,26,loss_of_load_p_percentage,load,load17,0.0009354950396071062
0,26,loss_of_load_p_percentage,load,load2,6.037338546487128e-05
0,26,loss_of_load_p_percentage,load,load3,0.0003144811492432719
0,26,loss_of_load_p_percentage,load,load6,0.0004366980879714942
0,26,loss_of_load_p_percentage,load,load9,0.0009070110663211489
0,26,max_p_mw,load,load1,208.947084055647
0,26,max_p_mw,load,load11,31.753817032572602
0,26,max_p_mw,load,load14,11.06707594288185
0,26,max_p_mw,load,load17,11.417938080505099
0,26,max_p_mw,load,load2,176.7764955166685
0,26,max_p_mw,load,load3,33.94945285037665
0,26,max_p_mw,load,load6,24.44758731158725
0,26,max_p_mw,load,load9,11.77751950442445
0,26,max_q_mvar,load,load1,0.0
0,26,max_q_mvar,load,load11,0.0
0,26,max_q_mvar,load,load14,0.0
0,26,max_q_mvar,load,load17,0.0
0,26,max_q_mvar,load,load2,0.0
0,26,max_q_mvar,load,load3,0.0
0,26,max_q_mvar,load,load6,0.0
0,26,max_q_mvar,load,load9,0.0
0,26,p_mw,load,load1,208.94697729891908
0,26,p_mw,load,load11,31.753710259949578
0,26,p_mw,load,load14,11.066969133090296
0,26,p_mw,load,load17,11.41783126626073
0,26,p_mw,load,load2,176.77638879071344
0,26,p_mw,load,load3,33.949346085747166
0,26,p_mw,load,load6,24.447480549440904
0,26,p_mw,load,load9,11.777412681019207
0,26,q_mvar,load,load1,-1e-16
0,26,q_mvar,load,load11,-1e-16
0,26,q_mvar,load,load14,-1e-16
0,26,q_mvar,load,load17,-1e-16
0,26,q_mvar,load,load2,-1e-16
0,26,q_mvar,load,load3,-1e-16
0,26,q_mvar,load,load6,-1e-16
0,26,q_mvar,load,load9,-1e-16
0,26,energy_not_served_mwh,network,,0.0
0,26,loss_of_load_p_duration_h,network,,0.0
0,26,loss_of_load_p_mw,network,,0.000854229522985861
0,26,loss_of_load_p_percentage,network,,0.00016745101271379022
0,26,in_service,trafo,TR1,1.0
0,27,p_mw,bus,bus1,-253.52944527907735
0,27,p_mw,bus,bus10,0.0
0,27,p_mw,bus,bus11,-19.054102879820903
0,27,p_mw,bus,bus12,0.0
0,27,p_mw,bus,bus13,0.0
0,27,p_mw,bus,bus14,11.06696913309031
0,27,p_mw,bus,bus15,0.0
0,27,p_mw,bus,bus16,-27.527678871854675
0,27,p_mw,bus,bus17,11.417831266260748
0,27,p_mw,bus,bus18,-9.453378254170559
0,27,p_mw,bus,bus2,208.94697729891908
0,27,p_mw,bus,bus3,96.28516081029775
0,27,p_mw,bus,bus4,-28.712656426450508
0,27,p_mw,bus,bus5,0.0
0,27,p_mw,bus,bus6,24.44748054944091
0,27,p_mw,bus,bus7,-28.983473985490036
0,27,p_mw,bus,bus8,0.0
0,27,p_mw,bus,bus9,11.7774126810192
0,27,q_mvar,bus,bus1,-7.939687054213669
0,27,q_mvar,bus,bus10,0.0
0,27,q_mvar,bus,bus11,2.2508468013532994
0,27,q_mvar,bus,bus12,0.0
0,27,q_mvar,bus,bus13,0.0
0,27,q_mvar,bus,bus14,-1.0000000000000005e-16
0,27,q_mvar,bus,bus15,0.0
0,27,q_mvar,bus,bus16,2.0105030923042246
0,27,q_mvar,bus,bus17,-1.0000000000000005e-16
0,27,q_mvar,bus,bus18,3.039224687694512
0,27,q_mvar,bus,bus2,-1e-16
0,27,q_mvar,bus,bus3,-6.499497788689261
0,27,q_mvar,bus,bus4,-2.560610200954974
0,27,q_mvar,bus,bus5,0.0
0,27,q_mvar,bus,bus6,-1e-16
0,27,q_mvar,bus,bus7,0.7897781152726182
0,27,q_mvar,bus,bus8,0.0
0,27,q_mvar,bus,bus9,-1.0000000000000005e-16
0,27,va_degree,bus,bus1,0.0
0,27,va_degree,bus,bus10,-5.703698008947615
0,27,va_degree,bus,bus11,-4.76764265834804
0,27,va_degree,bus,bus12,-5.523477958174518
0,27,va_degree,bus,bus13,-5.321747914189074
0,27,va_degree,bus,bus14,-5.8831539707081015
0,27,va_degree,bus,bus15,-4.516864469987087
0,27,va_degree,bus,bus16,-3.090328294165796
0,27,va_degree,bus,bus17,-5.123509876692922
0,27,va_degree,bus,bus18,-3.7199328964175398
0,27,va_degree,bus,bus2,-3.48964116926969
0,27,va_degree,bus,bus3,-6.783088360346884
0,27,va_degree,bus,bus4,-5.336129473314448
0,27,va_degree,bus,bus5,-5.251117765156761
0,27,va_degree,bus,bus6,-6.267293632420181
0,27,va_degree,bus,bus7,-4.118418457442545
0,27,va_degree,bus,bus8,-4.193770880022965
0,27,va_degree,bus,bus9,-4.714024365922932
0,27,vm_pu,bus,bus1,1.0
0,27,vm_pu,bus,bus10,0.9932225907350055
0,27,vm_pu,bus,bus11,0.9989218577059227
0,27,vm_pu,bus,bus12,0.9963373216002246
0,27,vm_pu,bus,bus13,0.9988319571799
0,27,vm_pu,bus,bus14,0.9945992396138198
0,27,vm_pu,bus,bus15,1.0047767329947
0,27,vm_pu,bus,bus16,1.0146150752353302
0,27,vm_pu,bus,bus17,1.0001895425807361
0,27,vm_pu,bus,bus18,1.0052521994747183
0,27,vm_pu,bus,bus2,0.9986639168308842
0,27,vm_pu,bus,bus3,0.9840172537715309
0,27,vm_pu,bus,bus4,0.997913906526219
0,27,vm_pu,bus,bus5,0.9978036867543075
0,27,vm_pu,bus,bus6,0.9895746393692189
0,27,vm_pu,bus,bus7,1.0057084633692734
0,27,vm_pu,bus,bus8,1.0038752524375756
0,27,vm_pu,bus,bus9,0.9998699337295724
0,27,p_mw,ext_grid,eg,253.52944527907735
0,27,q_mvar,ext_grid,eg,7.939687054213669
0,27,in_service,gen,g0,1.0
0,27,in_service,gen,g1,1.0
0,27,in_service,gen,g11,1.0
0,27,in_service,gen,g16,1.0
0,27,in_service,gen,g18,1.0
0,27,in_service,gen,g7,1.0
0,27,max_p_mw,gen,g0,100.0
0,27,max_p_mw,gen,g1,100.0
0,27,max_p_mw,gen,g11,100.0
0,27,max_p_mw,gen,g16,100.0
0,27,max_p_mw,gen,g18,100.0
0,27,max_p_mw,gen,g7,100.0
0,27,max_q_mvar,gen,g0,
0,27,max_q_mvar,gen,g1,
0,27,max_q_mvar,gen,g11,
0,27,max_q_mvar,gen,g16,
0,27,max_q_mvar,gen,g18,
0,27,max_q_mvar,gen,g7,
0,27,p_mw,gen,g0,80.49122798041567
0,27,p_mw,gen,g1,62.662002512197645
0,27,p_mw,gen,g11,50.8078131397705
0,27,p_mw,gen,g16,27.52767887185465
0,27,p_mw,gen,g18,9.453378254170556
0,27,p_mw,gen,g7,28.983473985490008
0,27,q_mvar,gen,g0,6.499497788689261
0,27,q_mvar,gen,g1,2.560610200954973
0,27,q_mvar,gen,g11,-2.2508468013533
0,27,q_mvar,gen,g16,-2.0105030923042246
0,27,q_mvar,gen,g18,-3.0392246876945124
0,27,q_mvar,gen,g7,-0.7897781152726175
0,27,i_ka,line,line1,0.23584436588316715
0,27,i_ka,line,line10,0.12381077253620897
0,27,i_ka,line,line11,0.10081368905084191
0,27,i_ka,line,line12,0.026016148578219954
0,27,i_ka,line,line13,0.02459759934570454
0,27,i_ka,line,line14,0.05854852173394022
0,27,i_ka,line,line15,0.08238263135527173
0,27,i_ka,line,line16,0.14278216749593783
0,27,i_ka,line,line17,0.06007773559517398
0,27,i_ka,line,line2,0.16044117358804655
0,27,i_ka,line,line4,0.011129418533214792
0,27,i_ka,line,line5,0.12968655708830243
0,27,i_ka,line,line6,0.1389740203635782
0,27,i_ka,line,line7,0.015405581587189684
0,27,i_ka,line,line8,0.06193068130036099
0,27,i_ka,line,line9,0.051846237573607505
0,27,in_service,line,line1,1.0
0,27,in_service,line,line10,1.0
0,27,in_service,line,line11,1.0
0,27,in_service,line,line12,1.0
0,27,in_service,line,line13,1.0
0,27,in_service,line,line14,1.0
0,27,in_service,line,line15,1.0
0,27,in_service,line,line16,1.0
0,27,in_service,line,line17,1.0
0,27,in_service,line,line2,1.0
0,27,in_service,line,line4,1.0
0,27,in_service,line,line5,1.0
0,27,in_service,line,line6,1.0
0,27,in_service,line,line7,1.0
0,27,in_service,line,line8,1.0
0,27,in_service,line,line9,1.0
0,27,loading_percent,line,line1,50.17965231556748
0,27,loading_percent,line,line10,26.34271756089553
0,27,loading_percent,line,line11,21.449721074647215
0,27,loading_percent,line,line12,5.535350761323395
0,27,loading_percent,line,line13,5.233531775681817
0,27,loading_percent,line,line14,12.457132283817069
0,27,loading_percent,line,line15,17.52821943729186
0,27,loading_percent,line,line16,30.379184573603794
0,27,loading_percent,line,line17,12.782496935143401
0,27,loading_percent,line,line2,34.13641991235033
0,27,loading_percent,line,line4,2.367961390045701
0,27,loading_percent,line,line5,27.592884486872858
0,27,loading_percent,line,line6,29.568940502888978
0,27,loading_percent,line,line7,3.2777833164233368
0,27,loading_percent,line,line8,13.176740702204468
0,27,loading_percent,line,line9,11.031114377363298
0,27,pl_mw,line,line1,1.1281327616011225
0,27,pl_mw,line,line10,0.20954813846370612
0,27,pl_mw,line,line11,0.1413321671196215
0,27,pl_mw,line,line12,0.009077632117679535
0,27,pl_mw,line,line13,0.008470507833167495
0,27,pl_mw,line,line14,0.05069221698935422
0,27,pl_mw,line,line15,0.10242052464674956
0,27,pl_mw,line,line16,0.3137568477981958
0,27,pl_mw,line,line17,0.05650074790040627
0,27,pl_mw,line,line2,0.37394626266601705
0,27,pl_mw,line,line4,0.001226799228811526
0,27,pl_mw,line,line5,0.20553780556868873
0,27,pl_mw,line,line6,0.24128579085350665
0,27,pl_mw,line,line7,0.002648565172620465
0,27,pl_mw,line,line8,0.05010137024535588
0,27,pl_mw,line,line9,0.0351791342290273
0,27,ql_mvar,line,line1,1.2400537733851884
0,27,ql_mvar,line,line10,-0.3211157789151695
0,27,ql_mvar,line,line11,-0.4933348781802622
0,27,ql_mvar,line,line12,-0.7872412681642569
0,27,ql_mvar,line,line13,-0.8096279222688183
0,27,ql_mvar,line,line14,-0.7354795549921473
0,27,ql_mvar,line,line15,-0.6514774280402374
0,27,ql_mvar,line,line16,-0.23553512222244688
0,27,ql_mvar,line,line17,-0.783125025571278
0,27,ql_mvar,line,line2,-0.026324551539883778
0,27,ql_mvar,line,line4,-0.6763534438224795
0,27,ql_mvar,line,line5,-0.25533331657155456
0,27,ql_mvar,line,line6,-0.20771577654443707
0,27,ql_mvar,line,line7,-0.7331883394874196
0,27,ql_mvar,line,line8,-0.6453104074997769
0,27,ql_mvar,line,line9,-0.6976683789429203
0,27,energy_not_served_mwh,load,load1,0.0
0,27,energy_not_served_mwh,load,load11,0.0
0,27,energy_not_served_mwh,load,load14,0.0
0,27,energy_not_served_mwh,load,load17,0.0
0,27,energy_not_served_mwh,load,load2,0.0
0,27,energy_not_served_mwh,load,load3,0.0
0,27,energy_not_served_mwh,load,load6,0.0
0,27,energy_not_served_mwh,load,load9,0.0
0,27,in_service,load,load1,1.0
0,27,in_service,load,load11,1.0
0,27,in_service,load,load14,1.0
0,27,in_service,load,load17,1.0
0,27,in_service,load,load2,1.0
0,27,in_service,load,load3,1.0
0,27,in_service,load,load6,1.0
0,27,in_service,load,load9,1.0
0,27,loss_of_load_p_duration_h,load,load1,0.0
0,27,loss_of_load_p_duration_h,load,load11,0.0
0,27,loss_of_load_p_duration_h,load,load14,0.0
0,27,loss_of_load_p_duration_h,load,load17,0.0
0,27,loss_of_load_p_duration_h,load,load2,0.0
0,27,loss_of_load_p_duration_h,load,load3,0.0
0,27,loss_of_load_p_duration_h,load,load6,0.0
0,27,loss_of_load_p_duration_h,load,load9,0.0
0,27,loss_of_load_p_mw,load,load1,0.00010675672791649049
0,27,loss_of_load_p_mw,load,load11,0.00010677262302394297
0,27,loss_of_load_p_mw,load,load14,0.00010680979155353043
0,27,loss_of_load_p_mw,load,load17,0.00010681424436853604
0,27,loss_of_load_p_mw,load,load2,0.00010672595504956917
0,27,loss_of_load_p_mw,load,load3,0.00010676462948566723
0,27,loss_of_load_p_mw,load,load6,0.00010676214634486314
0,27,loss_of_load_p_mw,load,load9,0.0001068234052432615
0,27,loss_of_load_p_percentage,load,load1,5.109271009882049e-05
0,27,loss_of_load_p_percentage,load,load11,0.00033625130142438364
0,27,loss_of_load_p_percentage,load,load14,0.0009651130262843152
0,27,loss_of_load_p_percentage,load,load17,0.0009354950396071062
0,27,loss_of_load_p_percentage,load,load2,6.037338546487128e-05
0,27,loss_of_load_p_percentage,load,load3,0.0003144811492432719
0,27,loss_of_load_p_percentage,load,load6,0.0004366980879714942
0,27,loss_of_load_p_percentage,load,load9,0.0009070110663211489
0,27,max_p_mw,load,load1,208.947084055647
0,27,max_p_mw,load,load11,31.753817032572602
0,27,max_p_mw,load,load14,11.06707594288185
0,27,max_p_mw,load,load17,11.417938080505099
0,27,max_p_mw,load,load2,176.7764955166685
0,27,max_p_mw,load,load3,33.94945285037665
0,27,max_p_mw,load,load6,24.44758731158725
0,27,max_p_mw,load,load9,11.77751950442445
0,27,max_q_mvar,load,load1,0.0
0,27,max_q_mvar,load,load11,0.0
0,27,max_q_mvar,load,load14,0.0
0,27,max_q_mvar,load,load17,0.0
0,27,max_q_mvar,load,load2,0.0
0,27,max_q_mvar,load,load3,0.0
0,27,max_q_mvar,load,load6,0.0
0,27,max_q_mvar,load,load9,0.0
0,27,p_mw,load,load1,208.94697729891908
0,27,p_mw,load,load11,31.753710259949578
0,27,p_mw,load,load14,11.066969133090296
0,27,p_mw,load,load17,11.41783126626073
0,27,p_mw,load,load2,176.77638879071344
0,27,p_mw,load,load3,33.949346085747166
0,27,p_mw,load,load6,24.447480549440904
0,27,p_mw,load,load9,11.777412681019207
0,27,q_mvar,load,load1,-1e-16
0,27,q_mvar,load,load11,-1e-16
0,27,q_mvar,load,load14,-1e-16
0,27,q_mvar,load,load17,-1e-16
0,27,q_mvar,load,load2,-1e-16
0,27,q_mvar,load,load3,-1e-16
0,27,q_mvar,load,load6,-1e-16
0,27,q_mvar,load,load9,-1e-16
0,27,energy_not_served_mwh,network,,0.0
0,27,loss_of_load_p_duration_h,network,,0.0
0,27,loss_of_load_p_mw,network,,0.000854229522985861
0,27,loss_of_load_p_percentage,network,,0.00016745101271379022
0,27,in_service,trafo,TR1,1.0
0,28,p_mw,bus,bus1,-253.52944527907735
0,28,p_mw,bus,bus10,0.0
0,28,p_mw,bus,bus11,-19.054102879820903
0,28,p_mw,bus,bus12,0.0
0,28,p_mw,bus,bus13,0.0
0,28,p_mw,bus,bus14,11.06696913309031
0,28,p_mw,bus,bus15,0.0
0,28,p_mw,bus,bus16,-27.527678871854675
0,28,p_mw,bus,bus17,11.417831266260748
0,28,p_mw,bus,bus18,-9.453378254170559
0,28,p_mw,bus,bus2,208.94697729891908
0,28,p_mw,bus,bus3,96.28516081029775
0,28,p_mw,bus,bus4,-28.712656426450508
0,28,p_mw,bus,bus5,0.0
0,28,p_mw,bus,bus6,24.44748054944091
0,28,p_mw,bus,bus7,-28.983473985490036
0,28,p_mw,bus,bus8,0.0
0,28,p_mw,bus,bus9,11.7774126810192
0,28,q_mvar,bus,bus1,-7.939687054213669
0,28,q_mvar,bus,bus10,0.0
0,28,q_mvar,bus,bus11,2.2508468013532994
0,28,q_mvar,bus,bus12,0.0
0,28,q_mvar,bus,bus13,0.0
0,28,q_mvar,bus,bus14,-1.0000000000000005e-16
0,28,q_mvar,bus,bus15,0.0
0,28,q_mvar,bus,bus16,2.0105030923042246
0,28,q_mvar,bus,bus17,-1.0000000000000005e-16
0,28,q_mvar,bus,bus18,3.039224687694512
0,28,q_mvar,bus,bus2,-1e-16
